iter	Accuracy	Logloss
169	0.9286310518	0.5072727756
170	0.9298831386	0.5064544702
171	0.9315525876	0.505439115
172	0.9315525876	0.5047044833
173	0.9315525876	0.50426188
174	0.9319699499	0.5036999534
175	0.9323873122	0.5028667534
176	0.9348914858	0.5021150448
177	0.9353088481	0.5014096624
178	0.9344741235	0.5005593964
179	0.9340567613	0.4999850498
180	0.9353088481	0.4989362802
181	0.9353088481	0.498205733
182	0.9365609349	0.4973775972
183	0.9365609349	0.496437429
184	0.9369782972	0.4955860561
185	0.9373956594	0.4949842252
186	0.9369782972	0.4942381553
187	0.9369782972	0.4934183539
188	0.9369782972	0.4927499324
189	0.9386477462	0.4920738526
190	0.9386477462	0.4914074682
191	0.9394824708	0.4906582664
192	0.9390651085	0.4899049671
193	0.9394824708	0.4891211525
194	0.9403171953	0.4884242442
195	0.9407345576	0.4877140493
196	0.9411519199	0.4871185515
197	0.9407345576	0.4864278211
198	0.9411519199	0.4857127
199	0.9407345576	0.4849040136
200	0.9411519199	0.4844117721
201	0.9424040067	0.4838747929
202	0.9424040067	0.4833031372
203	0.9419866444	0.4826986559
204	0.9424040067	0.4818592528
205	0.9424040067	0.4814328411
206	0.9436560935	0.4806969916
207	0.9432387312	0.480039787
208	0.944490818	0.4794131453
209	0.9428213689	0.4787051737
210	0.9436560935	0.4779887999
211	0.944490818	0.4775638423
212	0.944490818	0.4770893031
213	0.9440734558	0.4762927278
214	0.9440734558	0.475625283
215	0.9432387312	0.4750797469
216	0.944490818	0.4743109517
217	0.944490818	0.4737892541
218	0.9453255426	0.472898484
219	0.9453255426	0.4720204119
220	0.9449081803	0.4714346967
221	0.9457429048	0.470650925
222	0.9461602671	0.4701496532
223	0.9474123539	0.4696668633
224	0.9482470785	0.4689832661
225	0.949081803	0.4683242847
226	0.949081803	0.467793186
227	0.9499165275	0.4671179965
228	0.9503338898	0.4664392836
229	0.9507512521	0.4658903544
230	0.9507512521	0.4653921818
231	0.9507512521	0.4647652589
232	0.9499165275	0.4640557057
233	0.9494991653	0.4635301619
234	0.9503338898	0.46284648
235	0.9515859766	0.4621273366
236	0.9524207012	0.4615854516
237	0.9515859766	0.4610839922
238	0.9515859766	0.4606775009
239	0.9528380634	0.4599181336
240	0.9532554257	0.4591869016
241	0.9545075125	0.4586626505
242	0.9549248748	0.4577142827
243	0.9557595993	0.457008169
244	0.9565943239	0.4560921755
245	0.9574290484	0.4555432181
246	0.9570116861	0.4549099912
247	0.9565943239	0.4544220648
248	0.9574290484	0.4537099389
249	0.9570116861	0.4529974082
250	0.9574290484	0.4523186243
251	0.958263773	0.4517284987
252	0.9586811352	0.4510682313
253	0.9590984975	0.450612364
254	0.9590984975	0.4500434502
255	0.9595158598	0.4492947286
256	0.9595158598	0.44860259
257	0.9590984975	0.4480020452
258	0.9586811352	0.4472165208
259	0.9590984975	0.4465836413
260	0.9590984975	0.44588066
261	0.9603505843	0.4451781979
262	0.9603505843	0.4447002432
263	0.9611853088	0.4441645553
264	0.9620200334	0.4435949526
265	0.9624373957	0.4430025999
266	0.9632721202	0.4424516001
267	0.9624373957	0.4419808999
268	0.9624373957	0.4414806313
269	0.9624373957	0.4407911114
270	0.9628547579	0.4402244582
271	0.9636894825	0.4397234921
272	0.9653589316	0.4390506215
273	0.9653589316	0.4386327964
274	0.9657762938	0.4380106393
275	0.9657762938	0.4375096896
276	0.9657762938	0.4370074748
277	0.9666110184	0.4361809588
278	0.9674457429	0.4356327309
279	0.9674457429	0.4347802994
280	0.9674457429	0.4342588022
281	0.9670283806	0.4336502201
282	0.9674457429	0.432965668
283	0.9670283806	0.4328037348
284	0.9674457429	0.4322701284
285	0.9670283806	0.4315269317
286	0.9670283806	0.4309130359
287	0.9670283806	0.4304207227
288	0.9670283806	0.4298370002
289	0.9678631052	0.4294368135
290	0.9670283806	0.4288853838
291	0.9682804674	0.4284658972
292	0.9695325543	0.4279487409
293	0.969115192	0.4274725754
294	0.9707846411	0.4268976168
295	0.9707846411	0.4263057929
296	0.9707846411	0.4257723598
297	0.9712020033	0.4253335384
298	0.9716193656	0.4244838187
299	0.9716193656	0.4238036002
300	0.9716193656	0.4233855869
301	0.9716193656	0.4227518056
302	0.9716193656	0.4222168342
303	0.9728714524	0.4216554848
304	0.9732888147	0.4209440029
305	0.9732888147	0.4201776618
306	0.9732888147	0.4196340563
307	0.9741235392	0.4189901428
308	0.9745409015	0.4184675961
309	0.9749582638	0.418062033
310	0.9745409015	0.4174753776
311	0.9749582638	0.4171212823
312	0.975375626	0.4167330222
313	0.9749582638	0.4160093751
314	0.9757929883	0.4155295659
315	0.975375626	0.4150980479
316	0.9757929883	0.414234173
317	0.9757929883	0.4137229704
318	0.9757929883	0.4129760393
319	0.9757929883	0.4124403797
320	0.9757929883	0.4119903745
321	0.9757929883	0.4113729438
322	0.9757929883	0.4109790342
323	0.9762103506	0.410484984
324	0.9774624374	0.4099864025
325	0.9774624374	0.4095131036
326	0.9778797997	0.408991878
327	0.9782971619	0.4082280558
328	0.9778797997	0.4076748719
329	0.9778797997	0.4071186011
330	0.9778797997	0.4065235608
331	0.9778797997	0.4059372754
332	0.9787145242	0.4053451998
333	0.9787145242	0.4048439625
334	0.9787145242	0.4041747786
335	0.9791318865	0.4037461453
336	0.9795492487	0.4032392766
337	0.9795492487	0.4029130492
338	0.979966611	0.4024824652
339	0.979966611	0.4020122264
340	0.9803839733	0.4014984765
341	0.979966611	0.4009681502
342	0.979966611	0.4005673494
343	0.9803839733	0.3999929608
344	0.9812186978	0.3994405836
345	0.9816360601	0.3990133827
346	0.9812186978	0.3985032116
347	0.9820534224	0.397951391
348	0.9824707846	0.3972919043
349	0.9816360601	0.3967111034
350	0.9820534224	0.396050946
351	0.9820534224	0.3956343123
352	0.9820534224	0.3951975934
353	0.9820534224	0.3947144212
354	0.9816360601	0.3942743166
355	0.9820534224	0.3938873775
356	0.9820534224	0.3934931367
357	0.9820534224	0.3929832948
358	0.9820534224	0.3925412433
359	0.9833055092	0.3921173513
360	0.9828881469	0.391634688
361	0.9828881469	0.391132991
362	0.9828881469	0.390639833
363	0.9828881469	0.3901290056
364	0.9828881469	0.3898507143
365	0.9828881469	0.3894661773
366	0.9837228715	0.3889308312
367	0.9837228715	0.3883701339
368	0.9841402337	0.3878739162
369	0.984557596	0.3875290017
370	0.9849749583	0.3870789156
371	0.9853923205	0.3864983782
372	0.9858096828	0.3858874906
373	0.9853923205	0.3854527682
374	0.9853923205	0.3848381368
375	0.9853923205	0.3843988423
376	0.9853923205	0.3839335868
377	0.9858096828	0.3833215715
378	0.9853923205	0.3826872752
379	0.9853923205	0.3818912207
380	0.9858096828	0.381455526
381	0.9858096828	0.3810738208
382	0.9866444073	0.3806743565
383	0.9866444073	0.3804319845
384	0.9870617696	0.379850646
385	0.9870617696	0.3793267605
386	0.9870617696	0.3787739112
387	0.9874791319	0.3782896119
388	0.9878964942	0.3778927129
389	0.9878964942	0.3775918721
390	0.9878964942	0.3771449216
391	0.9878964942	0.3766416515
392	0.9878964942	0.3763077331
393	0.9878964942	0.3758704363
394	0.9878964942	0.3754254959
395	0.9878964942	0.3748235609
396	0.9878964942	0.3744367253
397	0.9878964942	0.3740167689
398	0.9878964942	0.3736066792
399	0.9878964942	0.3731288092
400	0.9887312187	0.3725762758
401	0.9887312187	0.3721523991
402	0.989148581	0.3717990348
403	0.989148581	0.3711660241
404	0.989148581	0.3706491491
405	0.989148581	0.3702887923
406	0.989148581	0.3699421924
407	0.989148581	0.3696087185
408	0.989148581	0.3692181828
409	0.989148581	0.3688386442
410	0.9899833055	0.368382929
411	0.9899833055	0.3679615277
412	0.9895659432	0.3676747073
413	0.9899833055	0.3672690005
414	0.9899833055	0.3666264249
415	0.9895659432	0.3661331442
416	0.9899833055	0.3656619019
417	0.9899833055	0.3653075054
418	0.9899833055	0.3648287317
419	0.9908180301	0.3641574501
420	0.9908180301	0.3638527193
421	0.9908180301	0.3632657603
422	0.9908180301	0.3629249901
423	0.9908180301	0.3623826082
424	0.9908180301	0.3618832822
425	0.9912353923	0.3613620279
426	0.9912353923	0.3608066191
427	0.9912353923	0.3602541031
428	0.9912353923	0.3598584771
429	0.9912353923	0.3594473019
430	0.9912353923	0.3591530484
431	0.9912353923	0.358764953
432	0.9912353923	0.3583288249
433	0.9912353923	0.3580569527
434	0.9912353923	0.3576291347
435	0.9912353923	0.3573617837
436	0.9912353923	0.3569723851
437	0.9912353923	0.3566080994
438	0.9908180301	0.3562957024
439	0.9908180301	0.3558800175
440	0.9908180301	0.3553175329
441	0.9916527546	0.3547808189
442	0.9912353923	0.3543844665
443	0.9916527546	0.3540828749
444	0.9916527546	0.3534664993
445	0.9924874791	0.3529862853
446	0.9920701169	0.3526244062
447	0.9920701169	0.3520661273
448	0.9920701169	0.3516039082
449	0.9920701169	0.351100198
450	0.9920701169	0.3506965498
451	0.9920701169	0.350234382
452	0.9920701169	0.3497860138
453	0.9920701169	0.3494656299
454	0.9920701169	0.3489583011
455	0.9920701169	0.3486294704
456	0.9920701169	0.3482822766
457	0.9920701169	0.347808246
458	0.9924874791	0.3474507831
459	0.9924874791	0.3471677419
460	0.9924874791	0.3467752551
461	0.9929048414	0.3462274123
462	0.9929048414	0.3457403728
463	0.9929048414	0.3453386715
464	0.9929048414	0.344888741
465	0.9929048414	0.344505396
466	0.9929048414	0.3440626813
467	0.9937395659	0.3436404598
468	0.9941569282	0.3430728221
469	0.9941569282	0.3427730977
470	0.9937395659	0.3423364827
471	0.9941569282	0.3419108198
472	0.9945742905	0.3414628822
473	0.9941569282	0.3410366037
474	0.9945742905	0.3408077542
475	0.9945742905	0.3403841968
476	0.9949916528	0.3398140125
477	0.9949916528	0.3394184779
478	0.9949916528	0.3391045735
479	0.9945742905	0.3386401127
480	0.9945742905	0.3383021236
481	0.9949916528	0.3379697129
482	0.9949916528	0.337558081
483	0.9949916528	0.3371361394
484	0.9949916528	0.3367925013
485	0.9945742905	0.3363945225
486	0.9949916528	0.3360530212
487	0.9945742905	0.3355880041
488	0.9945742905	0.3352469678
489	0.9945742905	0.3347280913
490	0.9945742905	0.3344214444
491	0.9949916528	0.3340162642
492	0.9949916528	0.3336746924
493	0.9949916528	0.3331227945
494	0.9949916528	0.3328313915
495	0.9949916528	0.332116387
496	0.9949916528	0.3317511186
497	0.9949916528	0.3313550313
498	0.995409015	0.3309122271
499	0.995409015	0.3304643974
500	0.995409015	0.3302074029
501	0.9958263773	0.3298974289
502	0.9962437396	0.3296103875
503	0.9962437396	0.3292571392
504	0.9962437396	0.3289326879
505	0.9962437396	0.3284456782
506	0.9962437396	0.3281870058
507	0.9962437396	0.327782904
508	0.9962437396	0.3274642856
509	0.9962437396	0.3269786634
510	0.9962437396	0.3265569613
511	0.9962437396	0.3262319114
512	0.9962437396	0.3259850861
513	0.9962437396	0.3257043969
514	0.9966611018	0.3253377071
515	0.9970784641	0.3250700856
516	0.9966611018	0.324529083
517	0.9966611018	0.3240550994
518	0.9966611018	0.3236587398
519	0.9966611018	0.3233523792
520	0.9966611018	0.3229219399
521	0.9970784641	0.3227148005
522	0.9970784641	0.3223174094
523	0.9970784641	0.3219518356
524	0.9970784641	0.3215633697
525	0.9970784641	0.3210836013
526	0.9970784641	0.3206763792
527	0.9966611018	0.3203154398
528	0.9970784641	0.3199047357
529	0.9970784641	0.3194472671
530	0.9966611018	0.3190766738
531	0.9970784641	0.3186040008
532	0.9970784641	0.3182901894
533	0.9970784641	0.3178441956
534	0.9970784641	0.3175301488
535	0.9970784641	0.3171271054
536	0.9970784641	0.3167742874
537	0.9970784641	0.3163630317
538	0.9966611018	0.3160179061
539	0.9966611018	0.3157112453
540	0.9966611018	0.3151580357
541	0.9966611018	0.3147521914
542	0.9966611018	0.3144202117
543	0.9966611018	0.3142052985
544	0.9970784641	0.3139102045
545	0.9970784641	0.3135445485
546	0.9970784641	0.313097613
547	0.9970784641	0.3127238617
548	0.9970784641	0.3122990949
549	0.9970784641	0.3119110466
550	0.9970784641	0.3116398088
551	0.9970784641	0.3113135778
552	0.9970784641	0.3109250579
553	0.9970784641	0.3104734943
554	0.9970784641	0.3099791087
555	0.9970784641	0.3097199201
556	0.9970784641	0.309310799
557	0.9974958264	0.30884659
558	0.9974958264	0.3084162862
559	0.9974958264	0.3078943251
560	0.9974958264	0.3076248302
561	0.9974958264	0.3073339888
562	0.9974958264	0.3070377342
563	0.9974958264	0.306714646
564	0.9974958264	0.3062606563
565	0.9974958264	0.3057389507
566	0.9974958264	0.305416709
567	0.9974958264	0.3051606338
568	0.9974958264	0.3048255689
569	0.9974958264	0.3043997748
570	0.9974958264	0.3040579079
571	0.9974958264	0.3037067248
572	0.9974958264	0.303426554
573	0.9974958264	0.3031172552
574	0.9974958264	0.3026523265
575	0.9974958264	0.3024695349
576	0.9974958264	0.3020857756
577	0.9974958264	0.3016757425
578	0.9974958264	0.3013198852
579	0.9974958264	0.30097654
580	0.9974958264	0.3006109048
581	0.9974958264	0.3002096705
582	0.9974958264	0.2997768396
583	0.9974958264	0.2994017717
584	0.9974958264	0.299130656
585	0.9974958264	0.2987092883
586	0.9974958264	0.2983262315
587	0.9974958264	0.2980119074
588	0.9974958264	0.2975870321
589	0.9974958264	0.2973051096
590	0.9974958264	0.2969062071
591	0.9974958264	0.2964801743
592	0.9974958264	0.2961902832
593	0.9974958264	0.2957360393
594	0.9974958264	0.2953492882
595	0.9979131886	0.2950041096
596	0.9979131886	0.2946062908
597	0.9974958264	0.294357387
598	0.9974958264	0.2939588635
